2.48872656782e+17	2.33861252214e-10	0.0	0.0	0.0	0.0	
1.75174315562e+17	2.16887920477e-10	0.0	0.0	0.0	0.0	
3.06224707271e+17	2.19300048189e-10	0.0	0.0	0.0	0.0	
2.0072978909e+17	1.94044586443e-10	0.0	0.0	0.0	0.0	
2.65580960878e+17	1.99622801929e-10	0.0	0.0	0.0	0.0	
2.83999334347e+17	1.82466368206e-10	0.0	0.0	0.0	0.0	
4.01811919771e+17	1.71578997058e-10	0.0	0.0	0.0	0.0	
4.93725365295e+17	1.53720118824e-10	0.0	0.0	0.0	0.0	
6.51432930574e+17	1.44348271609e-10	0.0	0.0	0.0	0.0	
1.12781162188e+18	1.06051755649e-10	0.0	0.0	0.0	0.0	
