7.943282E+10 1.163908E-10
8.912509E+10 9.260855E-11
1.000000E+11 7.368576E-11
1.122018E+11 5.225357E-11
1.258925E+11 3.705514E-11
1.412538E+11 2.627731E-11
1.584893E+11 1.863431E-11
1.778279E+11 1.321435E-11
1.995262E+11 9.370835E-12
2.238721E+11 6.645241E-12
2.511886E+11 4.712411E-12
2.818383E+11 3.341763E-12
3.162278E+11 2.369780E-12
3.548134E+11 1.680508E-12
3.981072E+11 1.191717E-12
4.466836E+11 8.450948E-13
5.011872E+11 5.992912E-13
5.623413E+11 4.249818E-13
6.309573E+11 3.013719E-13
7.079458E+11 2.137151E-13
7.943282E+11 1.515541E-13
8.912509E+11 1.074732E-13
1.000000E+12 2.410086E-15
1.122018E+12 1.438020E-15
1.258925E+12 8.580202E-16
1.412538E+12 5.119529E-16
1.584893E+12 3.054657E-16
1.778279E+12 1.822615E-16
1.995262E+12 1.087495E-16
2.238721E+12 6.488731E-17
2.511886E+12 3.871616E-17
2.818383E+12 2.310068E-17
3.162278E+12 1.378343E-17
3.548134E+12 8.224123E-18
3.981072E+12 4.907068E-18
4.466836E+12 2.927888E-18
5.011872E+12 1.746976E-18
5.623413E+12 1.042364E-18
6.309573E+12 6.219448E-19
7.079458E+12 3.710943E-19
7.943282E+12 2.214200E-19
8.912509E+12 1.321141E-19
