1037.47390995	2.33861252214e-10	1e-08	1e-08	1e-20	1e-20	
730.248089281	2.16887920477e-10	1e-08	1e-08	1e-20	1e-20	
1276.55704923	2.19300048189e-10	1e-08	1e-08	1e-20	1e-20	
836.781034222	1.94044586443e-10	1e-08	1e-08	1e-20	1e-20	
1107.12571423	1.99622801929e-10	1e-08	1e-08	1e-20	1e-20	
1183.90627415	1.82466368206e-10	1e-08	1e-08	1e-20	1e-20	
1675.03087266	1.71578997058e-10	1e-08	1e-08	1e-20	1e-20	
2058.18988634	1.53720118824e-10	1e-08	1e-08	1e-20	1e-20	
2715.62444141	1.44348271609e-10	1e-08	1e-08	1e-20	1e-20	
4701.50135484	1.06051755649e-10	1e-08	1e-08	1e-20	1e-20	
