95225031676.4	1.38196915161e-10	1e-08	1e-08	1.89387838223e-11	9.38673450442e-12	
94242755050.7	9.81509089855e-11	1e-08	1e-08	8.00296299944e-12	6.55030961387e-12	
1.23660375637e+11	7.67926622178e-11	1e-08	1e-08	7.89035805463e-12	6.68689251479e-12	
1.40530126954e+11	5.22519703693e-11	1e-08	1e-08	4.52188288607e-12	4.1768702117e-12	
1.61142852715e+11	4.78272899468e-11	1e-08	1e-08	5.42153551046e-12	5.76238651839e-12	
2.06960336102e+11	1.84495675229e-11	1e-08	1e-08	3.31686632491e-12	3.00898445711e-12	
2.20549691432e+11	1.50461087645e-11	1e-08	1e-08	1.38287360756e-12	1.84799922775e-12	
2.6746384621e+11	8.73894530683e-12	1e-08	1e-08	1.91545815655e-12	1.99220217726e-12	
3.26381555506e+11	6.23241349682e-12	1e-08	1e-08	1.42532207656e-12	1.47817025164e-12	
3.45894184495e+11	4.23485736342e-12	1e-08	1e-08	8.24492879623e-13	7.17086323538e-13	
5.42100559981e+11	1.16505503876e-12	1e-08	1e-08	3.37774739877e-13	3.47353132594e-13	
