567.405740925	5.25054207342e-10	1e-08	1e-08	1e-20	1e-20	
652.433384321	5.26508010972e-10	1e-08	1e-08	1e-20	1e-20	
749.166251037	5.04419601113e-10	1e-08	1e-08	1e-20	1e-20	
860.241191177	4.83257858731e-10	1e-08	1e-08	1e-20	1e-20	
987.784628544	4.62983907664e-10	1e-08	1e-08	1e-20	1e-20	
1134.23826061	4.43560502706e-10	1e-08	1e-08	1e-20	1e-20	
1396.58555982	4.25539871578e-10	1e-08	1e-08	1e-20	1e-20	
1604.75887742	4.17094212686e-10	1e-08	1e-08	1e-20	1e-20	
1719.61332431	4.08251368636e-10	1e-08	1e-08	1e-20	1e-20	
1977.30311836	4.09381761104e-10	1e-08	1e-08	1e-20	1e-20	
2436.33338122	4.01811919771e-10	1e-08	1e-08	1e-20	1e-20	
2797.55571886	3.84954842224e-10	1e-08	1e-08	1e-20	1e-20	
4235.50143662	3.38509373861e-10	1e-08	1e-08	1e-20	1e-20	
6412.55232152	2.97667631688e-10	1e-08	1e-08	1e-20	1e-20	
