2.284289407e+25	1.38196915161e-10	0.0	0.0	7.96738473854e-11	5.13483290638e-11	
2.26072623195e+25	9.81509089855e-11	0.0	0.0	5.13483290756e-11	3.67950564631e-11	
2.96640579857e+25	7.67926622178e-11	0.0	0.0	4.21696503429e-11	2.75923997737e-11	
3.37108294652e+25	5.22519703693e-11	0.0	0.0	2.75923997737e-11	1.88936466762e-11	
3.86554779758e+25	4.78272899468e-11	0.0	0.0	2.71775639481e-11	1.59936419194e-11	
4.96463267173e+25	1.84495675229e-11	0.0	0.0	1.14606836886e-11	5.13483290756e-12	
5.29061860087e+25	1.50461087645e-11	0.0	0.0	8.21246788396e-12	4.98159504801e-12	
6.41601078937e+25	8.73894530683e-12	0.0	0.0	5.88486957475e-12	1.97720924108e-12	
7.82934819509e+25	6.23241349682e-12	0.0	0.0	4.21696503429e-12	1.31347270641e-12	
8.29742356264e+25	4.23485736342e-12	0.0	0.0	2.75923997737e-12	1.217660774e-12	
1.3004086687e+26	1.16505503876e-12	0.0	0.0	8.85866790303e-13	2.00738917984e-13	
